experiment_id,template,template_purpose,dataset,question_id,question,formatted_prompt,true_answer,generated_answer,exact_match,f1_score,token_overlap,answer_length,timestamp
multi_dataset_20250711_140522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,SQuAD,0,In what country is Normandy located,In what country is Normandy located?,France,france,1.0,1.0,1.0,1,2025-07-11T14:08:54.838759
multi_dataset_20250711_140522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,SQuAD,1,When were the Normans in Normandy,When were the Normans in Normandy?,10th and 11th centuries,9th century -- 9th century,0.0,0.0,0.0,5,2025-07-11T14:08:55.382090
multi_dataset_20250711_140522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,SQuAD,2,From which countries did the Norse originate,From which countries did the Norse originate?,"Denmark, Iceland and Norway",sweden,0.0,0.0,0.0,1,2025-07-11T14:08:55.795786
multi_dataset_20250711_140522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,NQ-Open,3,when was the last time anyone was on the moon,when was the last time anyone was on the moon?,14 December 1972 UTC,14 december 1972 utc,1.0,1.0,1.0,4,2025-07-11T14:08:55.980431
multi_dataset_20250711_140522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,NQ-Open,4,who wrote he ain't heavy he's my brother lyrics,who wrote he ain't heavy he's my brother lyrics?,Bobby Scott,bob russell,0.0,0.0,0.0,2,2025-07-11T14:08:56.274516
multi_dataset_20250711_140522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,NQ-Open,5,how many seasons of the bastard executioner are there,how many seasons of the bastard executioner are there?,one,one,1.0,1.0,1.0,1,2025-07-11T14:08:57.185798
multi_dataset_20250711_140522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,TriviaQA,6,Who was the man behind The Chipmunks,Who was the man behind The Chipmunks?,David Seville,"ross bagdasarian, sr.",0.0,0.0,0.0,3,2025-07-11T14:08:58.180146
multi_dataset_20250711_140522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,TriviaQA,7,Which Lloyd Webber musical premiered in the US on 10th December 1993,Which Lloyd Webber musical premiered in the US on 10th December 1993?,Sunset Blvd,the goodbye girl,0.0,0.0,0.0,3,2025-07-11T14:08:58.393004
multi_dataset_20250711_140522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,TriviaQA,8,Who was the next British Prime Minister after Arthur Balfour,Who was the next British Prime Minister after Arthur Balfour?,Sir Henry Campbell-Bannerman,william ewart gladstone,0.0,0.0,0.0,3,2025-07-11T14:08:58.910561
multi_dataset_20250711_140522,precise_instruction,Explicit instruction for precision and brevity,SQuAD,0,In what country is Normandy located,"Give a factual, concise answer to: In what country is Normandy located",France,france,1.0,1.0,1.0,1,2025-07-11T14:08:59.191940
multi_dataset_20250711_140522,precise_instruction,Explicit instruction for precision and brevity,SQuAD,1,When were the Normans in Normandy,"Give a factual, concise answer to: When were the Normans in Normandy",10th and 11th centuries,10th and 13th centuries,0.0,0.75,0.75,4,2025-07-11T14:08:59.434161
multi_dataset_20250711_140522,precise_instruction,Explicit instruction for precision and brevity,SQuAD,2,From which countries did the Norse originate,"Give a factual, concise answer to: From which countries did the Norse originate","Denmark, Iceland and Norway",iceland,0.0,0.4,0.25,1,2025-07-11T14:08:59.883238
multi_dataset_20250711_140522,precise_instruction,Explicit instruction for precision and brevity,NQ-Open,3,when was the last time anyone was on the moon,"Give a factual, concise answer to: when was the last time anyone was on the moon",14 December 1972 UTC,14 december 1972 utc,1.0,1.0,1.0,4,2025-07-11T14:09:00.273111
multi_dataset_20250711_140522,precise_instruction,Explicit instruction for precision and brevity,NQ-Open,4,who wrote he ain't heavy he's my brother lyrics,"Give a factual, concise answer to: who wrote he ain't heavy he's my brother lyrics",Bobby Scott,bob russell,0.0,0.0,0.0,2,2025-07-11T14:09:00.443532
multi_dataset_20250711_140522,precise_instruction,Explicit instruction for precision and brevity,NQ-Open,5,how many seasons of the bastard executioner are there,"Give a factual, concise answer to: how many seasons of the bastard executioner are there",one,9,0.0,0.0,0.0,1,2025-07-11T14:09:00.908276
multi_dataset_20250711_140522,precise_instruction,Explicit instruction for precision and brevity,TriviaQA,6,Who was the man behind The Chipmunks,"Give a factual, concise answer to: Who was the man behind The Chipmunks",David Seville,patrick warburton,0.0,0.0,0.0,2,2025-07-11T14:09:01.693137
multi_dataset_20250711_140522,precise_instruction,Explicit instruction for precision and brevity,TriviaQA,7,Which Lloyd Webber musical premiered in the US on 10th December 1993,"Give a factual, concise answer to: Which Lloyd Webber musical premiered in the US on 10th December 1993",Sunset Blvd,dave,0.0,0.0,0.0,1,2025-07-11T14:09:02.366110
multi_dataset_20250711_140522,precise_instruction,Explicit instruction for precision and brevity,TriviaQA,8,Who was the next British Prime Minister after Arthur Balfour,"Give a factual, concise answer to: Who was the next British Prime Minister after Arthur Balfour",Sir Henry Campbell-Bannerman,william ewart gladstone,0.0,0.0,0.0,3,2025-07-11T14:09:02.672862
multi_dataset_20250711_140522,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,SQuAD,0,In what country is Normandy located,"Based on retrieved information, answer: In what country is Normandy located",France,france,1.0,1.0,1.0,1,2025-07-11T14:09:02.809970
multi_dataset_20250711_140522,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,SQuAD,1,When were the Normans in Normandy,"Based on retrieved information, answer: When were the Normans in Normandy",10th and 11th centuries,9th century -- 9th century,0.0,0.0,0.0,5,2025-07-11T14:09:03.115169
multi_dataset_20250711_140522,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,SQuAD,2,From which countries did the Norse originate,"Based on retrieved information, answer: From which countries did the Norse originate","Denmark, Iceland and Norway",iceland,0.0,0.4,0.25,1,2025-07-11T14:09:03.598034
