experiment_id,template,template_purpose,question_id,question,formatted_prompt,true_answer,generated_answer,exact_match,f1_score,token_overlap,answer_length,timestamp
seven_template_20250711_084747,question_mark,Proven 2.2% improvement,0,In what country is Normandy located,In what country is Normandy located?,France,france,1.0,1.0,1.0,1,2025-07-11T08:51:22.584267
seven_template_20250711_084747,question_mark,Proven 2.2% improvement,1,When were the Normans in Normandy,When were the Normans in Normandy?,10th and 11th centuries,9th century -- 9th century,0.0,0.0,0.0,5,2025-07-11T08:51:23.100779
seven_template_20250711_084747,question_mark,Proven 2.2% improvement,2,From which countries did the Norse originate,From which countries did the Norse originate?,"Denmark, Iceland and Norway",sweden,0.0,0.0,0.0,1,2025-07-11T08:51:23.406594
seven_template_20250711_084747,question_mark,Proven 2.2% improvement,3,Who was the Norse leader,Who was the Norse leader?,Rollo,cnut,0.0,0.0,0.0,1,2025-07-11T08:51:23.839384
seven_template_20250711_084747,question_mark,Proven 2.2% improvement,4,What century did the Normans first gain their separate identity,What century did the Normans first gain their separate identity?,10th century,the ninth century,0.0,0.4,0.5,3,2025-07-11T08:51:24.278740
seven_template_20250711_084747,question_mark,Proven 2.2% improvement,5,Who was the duke in the battle of Hastings,Who was the duke in the battle of Hastings?,William the Conqueror,william,0.0,0.5,0.3333333333333333,1,2025-07-11T08:51:24.656068
seven_template_20250711_084747,question_mark,Proven 2.2% improvement,6,Who ruled the duchy of Normandy,Who ruled the duchy of Normandy?,Richard I,king charles iii of west francia,0.0,0.0,0.0,6,2025-07-11T08:51:25.206548
seven_template_20250711_084747,question_mark,Proven 2.2% improvement,7,What religion were the Normans,What religion were the Normans?,Catholic,catholicism,0.0,0.0,0.0,1,2025-07-11T08:51:25.650882
seven_template_20250711_084747,question_mark,Proven 2.2% improvement,8,What is the original meaning of the word Norman,What is the original meaning of the word Norman?,Viking,north,0.0,0.0,0.0,1,2025-07-11T08:51:26.055662
seven_template_20250711_084747,question_mark,Proven 2.2% improvement,9,When was the Latin version of the word Norman first recorded,When was the Latin version of the word Norman first recorded?,9th century,1024,0.0,0.0,0.0,1,2025-07-11T08:51:26.292482
seven_template_20250711_084747,question_mark,Proven 2.2% improvement,10,When was the Duchy of Normandy founded,When was the Duchy of Normandy founded?,911,1066,0.0,0.0,0.0,1,2025-07-11T08:51:26.783575
seven_template_20250711_084747,question_mark,Proven 2.2% improvement,11,Who did Rollo sign the treaty of Saint-Clair-sur-Epte with,Who did Rollo sign the treaty of Saint-Clair-sur-Epte with?,King Charles III,charles the simple,0.0,0.3333333333333333,0.3333333333333333,3,2025-07-11T08:51:27.297815
seven_template_20250711_084747,question_mark,Proven 2.2% improvement,12,What river originally bounded the Duchy,What river originally bounded the Duchy?,Seine,,0.0,0.0,0.0,0,2025-07-11T08:51:27.715186
seven_template_20250711_084747,question_mark,Proven 2.2% improvement,13,Who upon arriving gave the original viking settlers a common identity,Who upon arriving gave the original viking settlers a common identity?,Rollo,the byzantines,0.0,0.0,0.0,2,2025-07-11T08:51:28.203879
seven_template_20250711_084747,question_mark,Proven 2.2% improvement,14,What was the Norman religion,What was the Norman religion?,Catholicism,catholicism,1.0,1.0,1.0,1,2025-07-11T08:51:28.364233
seven_template_20250711_084747,question_mark,Proven 2.2% improvement,15,What part of France were the Normans located,What part of France were the Normans located?,north,west france,0.0,0.0,0.0,2,2025-07-11T08:51:28.535377
seven_template_20250711_084747,question_mark,Proven 2.2% improvement,16,What was one of the Norman's major exports,What was one of the Norman's major exports?,fighting horsemen,cloth,0.0,0.0,0.0,1,2025-07-11T08:51:28.923505
seven_template_20250711_084747,question_mark,Proven 2.2% improvement,17,"Who was the Normans' main enemy in Italy, the Byzantine Empire and Armenia","Who was the Normans' main enemy in Italy, the Byzantine Empire and Armenia?",Seljuk Turks,hohenstaufen,0.0,0.0,0.0,1,2025-07-11T08:51:29.401751
seven_template_20250711_084747,question_mark,Proven 2.2% improvement,18,When did Herve serve as a Byzantine general,When did Herve serve as a Byzantine general?,1050s,1984 -- 86,0.0,0.0,0.0,3,2025-07-11T08:51:29.898303
seven_template_20250711_084747,question_mark,Proven 2.2% improvement,19,When did Robert Crispin go up against the Turks,When did Robert Crispin go up against the Turks?,1060s,862,0.0,0.0,0.0,1,2025-07-11T08:51:30.241696
seven_template_20250711_084747,question_mark,Proven 2.2% improvement,20,Who ruined Roussel de Bailleul's plans for an independent state,Who ruined Roussel de Bailleul's plans for an independent state?,Alexius Komnenos,henshaw,0.0,0.0,0.0,1,2025-07-11T08:51:30.603605
seven_template_20250711_084747,question_mark,Proven 2.2% improvement,21,What was the name of the Norman castle,What was the name of the Norman castle?,Afranji,neath castle,0.0,0.0,0.0,2,2025-07-11T08:51:31.108695
seven_template_20250711_084747,question_mark,Proven 2.2% improvement,22,Who was the leader when the Franks entered the Euphrates valley,Who was the leader when the Franks entered the Euphrates valley?,Oursel,theudebert i,0.0,0.0,0.0,2,2025-07-11T08:51:31.553678
seven_template_20250711_084747,question_mark,Proven 2.2% improvement,23,Who did the Normans team up with in Anatolia,Who did the Normans team up with in Anatolia?,Turkish forces,turkey,0.0,0.0,0.0,1,2025-07-11T08:51:31.952871
seven_template_20250711_084747,question_mark,Proven 2.2% improvement,24,What were the origins of the Raouliii family,What were the origins of the Raouliii family?,Norman mercenary,english,0.0,0.0,0.0,1,2025-07-11T08:51:32.234185
seven_template_20250711_084747,question_mark,Proven 2.2% improvement,25,What was the name of the count of Apulia,What was the name of the count of Apulia?,Robert Guiscard,armistice of villa giusti,0.0,0.0,0.0,4,2025-07-11T08:51:32.831846
seven_template_20250711_084747,question_mark,Proven 2.2% improvement,26,When did Dyrrachium  fall to the Normans,When did Dyrrachium  fall to the Normans?,1082,10th century,0.0,0.0,0.0,2,2025-07-11T08:51:33.330283
seven_template_20250711_084747,question_mark,Proven 2.2% improvement,27,How many men were in Robert's army,How many men were in Robert's army?,"30,000","1,000,000",0.0,0.0,0.0,1,2025-07-11T08:51:33.790746
seven_template_20250711_084747,question_mark,Proven 2.2% improvement,28,Where did the Normans and Byzantines sign the peace treaty,Where did the Normans and Byzantines sign the peace treaty?,Deabolis,constantinople,0.0,0.0,0.0,1,2025-07-11T08:51:34.255609
seven_template_20250711_084747,question_mark,Proven 2.2% improvement,29,Who was Robert's son,Who was Robert's son?,Bohemond,steffon,0.0,0.0,0.0,1,2025-07-11T08:51:34.752945
seven_template_20250711_084747,question_mark,Proven 2.2% improvement,30,What river was Petrela located by,What river was Petrela located by?,Deabolis,river irwell,0.0,0.0,0.0,2,2025-07-11T08:51:35.166469
seven_template_20250711_084747,question_mark,Proven 2.2% improvement,31,When did the Normans attack Dyrrachium,When did the Normans attack Dyrrachium?,1185,october 1174,0.0,0.0,0.0,2,2025-07-11T08:51:35.411322
seven_template_20250711_084747,question_mark,Proven 2.2% improvement,32,What was the naval base called,What was the naval base called?,Dyrrachium,guantanamo bay naval base,0.0,0.0,0.0,4,2025-07-11T08:51:35.967283
seven_template_20250711_084747,question_mark,Proven 2.2% improvement,33,Where was Dyrrachium located,Where was Dyrrachium located?,the Adriatic,canada,0.0,0.0,0.0,1,2025-07-11T08:51:36.469743
seven_template_20250711_084747,question_mark,Proven 2.2% improvement,34,Who did Emma Marry,Who did Emma Marry?,King Ethelred II,will arnett,0.0,0.0,0.0,2,2025-07-11T08:51:36.922466
seven_template_20250711_084747,question_mark,Proven 2.2% improvement,35,Who was Emma's brother,Who was Emma's brother?,Duke Richard II,bradley spencer,0.0,0.0,0.0,2,2025-07-11T08:51:37.365159
seven_template_20250711_084747,question_mark,Proven 2.2% improvement,36,To where did Ethelred flee,To where did Ethelred flee?,Normandy,fled to be with ethelred,0.0,0.0,0.0,5,2025-07-11T08:51:37.628479
seven_template_20250711_084747,question_mark,Proven 2.2% improvement,37,Who kicked Ethelred out,Who kicked Ethelred out?,Sweyn Forkbeard,howard,0.0,0.0,0.0,1,2025-07-11T08:51:38.046875
seven_template_20250711_084747,question_mark,Proven 2.2% improvement,38,Who was Edward the Confessor's half-brother,Who was Edward the Confessor's half-brother?,Harthacnut,edmund irons,0.0,0.0,0.0,2,2025-07-11T08:51:38.398471
seven_template_20250711_084747,question_mark,Proven 2.2% improvement,39,When did Edward return,When did Edward return?,1041,1357,0.0,0.0,0.0,1,2025-07-11T08:51:38.816677
seven_template_20250711_084747,question_mark,Proven 2.2% improvement,40,Who did Edward make archbishop of Canterbury,Who did Edward make archbishop of Canterbury?,Robert of Jumièges,himself,0.0,0.0,0.0,1,2025-07-11T08:51:39.136931
seven_template_20250711_084747,question_mark,Proven 2.2% improvement,41,Where did Harold II die,Where did Harold II die?,Battle of Hastings,at the battle of hastings,0.0,0.7499999999999999,1.0,5,2025-07-11T08:51:39.469923
seven_template_20250711_084747,question_mark,Proven 2.2% improvement,42,Who killed Harold II?,Who killed Harold II??,William II,william the conqueror,0.0,0.4,0.5,3,2025-07-11T08:51:39.964741
seven_template_20250711_084747,question_mark,Proven 2.2% improvement,43,When was the Battle of Hastings,When was the Battle of Hastings?,1066,14 october 1066,0.0,0.5,1.0,3,2025-07-11T08:51:40.411211
seven_template_20250711_084747,question_mark,Proven 2.2% improvement,44,Who was the ruling class ahead of the Normans,Who was the ruling class ahead of the Normans?,Anglo-Saxons,the bourgeoisie,0.0,0.0,0.0,2,2025-07-11T08:51:40.640180
seven_template_20250711_084747,question_mark,Proven 2.2% improvement,45,What was the Anglo-Norman language's final form,What was the Anglo-Norman language's final form?,Modern English,middle english,0.0,0.5,0.5,2,2025-07-11T08:51:41.030359
seven_template_20250711_084747,question_mark,Proven 2.2% improvement,46,In what year did the Norman's invade at Bannow Bay,In what year did the Norman's invade at Bannow Bay?,1169,1169,1.0,1.0,1.0,1,2025-07-11T08:51:41.394658
seven_template_20250711_084747,question_mark,Proven 2.2% improvement,47,What country did the Normans invade in 1169,What country did the Normans invade in 1169?,Ireland,england,0.0,0.0,0.0,1,2025-07-11T08:51:41.763809
seven_template_20250711_084747,question_mark,Proven 2.2% improvement,48,What culture did the Normans combine with in Ireland,What culture did the Normans combine with in Ireland?,Irish,irish,1.0,1.0,1.0,1,2025-07-11T08:51:42.175390
seven_template_20250711_084747,question_mark,Proven 2.2% improvement,49,Who was Margaret's brother,Who was Margaret's brother?,Edgar,philip,0.0,0.0,0.0,1,2025-07-11T08:51:42.591103
seven_template_20250711_084747,question_mark,Proven 2.2% improvement,50,Who was Margaret's husband,Who was Margaret's husband?,King Malcolm III of Scotland,hans schroeder,0.0,0.0,0.0,2,2025-07-11T08:51:43.019058
seven_template_20250711_084747,question_mark,Proven 2.2% improvement,51,When was Scotland invaded by William,When was Scotland invaded by William?,1072,1612,0.0,0.0,0.0,1,2025-07-11T08:51:43.336581
seven_template_20250711_084747,question_mark,Proven 2.2% improvement,52,Who was the hostage,Who was the hostage?,Duncan,thomas randolph,0.0,0.0,0.0,2,2025-07-11T08:51:43.915672
seven_template_20250711_084747,question_mark,Proven 2.2% improvement,53,Who did Alexander I marry,Who did Alexander I marry?,Sybilla of Normandy,emma rooke,0.0,0.0,0.0,2,2025-07-11T08:51:44.353769
seven_template_20250711_084747,question_mark,Proven 2.2% improvement,54,"What culture's arrival in Scotland is know as the ""Davidian Revolution""","What culture's arrival in Scotland is know as the ""Davidian Revolution""?",Norman,norman,1.0,1.0,1.0,1,2025-07-11T08:51:44.894720
seven_template_20250711_084747,question_mark,Proven 2.2% improvement,55,Where was Ralph earl of,Where was Ralph earl of?,Hereford,east anglia,0.0,0.0,0.0,2,2025-07-11T08:51:45.338217
seven_template_20250711_084747,question_mark,Proven 2.2% improvement,56,Who was Ralph in charge of being at war with,Who was Ralph in charge of being at war with?,the Welsh,u.s. army,0.0,0.0,0.0,2,2025-07-11T08:51:45.795464
